Image URL,Emotional Class
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436184184.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352442228222.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253089328220.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253071792644.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434576213.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_292874781997340326.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352439935993.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253084158542.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253070709771.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253071519181.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253085724074.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352443618773.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253071131377.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_993325261544442605.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253086090594.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_108860515970355032.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352439633086.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253090951091.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_815573814633039700.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_1055599907126145.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072561344.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_820218150895840974.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352438225869.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_879468633478313539.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_396950154675053150.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_295830269248295528.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253090085904.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_157203843237459886.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253092681826.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_1065734699297488260.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434830778.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_891923901202042699.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_611504455680710140.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352444404231.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253084412051.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434683197.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_45247171227875191.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_292452569569169861.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_1045327763503042796.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_739857045016558097.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_905223593841984281.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253073118567.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436275700.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_492649934311123.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352438402914.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_36169603249704845.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_327425835415076196.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352440614784.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_580260733271498001.webp,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253080135852.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253073945787.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_728105464773421951.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352441193014.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434484873.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_155303887764726286.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072318147.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434641943.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436589722.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_361836151323186401.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352443423364.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253084201075.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436396465.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352435742193.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_371828513006408482.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_863072716123269086.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_328692472809738663.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352443203953.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352440071352.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434609052.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434528024.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_453245150008401068.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_40250990409416166.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352444107733.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436184768.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434842884.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434486283.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253069783674.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_142356038217790772.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_4362930882588516.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436929479.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352443654424.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434498254.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_292874782034328017.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_914862419766951.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352441120963.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253071831483.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_11540542792350549.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_151574343701077050.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253086041079.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_736268239086413889.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072335215.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352444147673.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434484866.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253074442612.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_505529126899487547.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253071240127.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_769130442634769516.jpg,happy-face
